Year, Month, Day, Hour, Minute, Open, High, Low, Close, Volume
2013,4,15, 16,13, 92.50, 92.50, 92.50, 92.50, 8.6932
2013,4,15, 16,14, 92.49, 92.49, 92.49, 92.49, 0.8225
2013,4,15, 16,15, 92.11, 92.11, 92.10, 92.10, 25.4243
2013,4,15, 16,16, 92.04, 92.04, 92.03, 92.03, 18.0000
2013,4,15, 16,17, 92.04, 92.04, 92.00, 92.03, 473.0195
2013,4,15, 16,18, 92.01, 92.48, 92.01, 92.48, 17.3179
2013,4,15, 16,19, 92.48, 92.48, 92.01, 92.01, 42.3705
2013,4,15, 16,20, 92.47, 92.47, 92.01, 92.47, 131.3950
2013,4,15, 16,21, 92.46, 92.46, 92.00, 92.00, 46.0089
2013,4,15, 16,22, 92.01, 92.01, 92.00, 92.00, 12.5984
2013,4,15, 16,23, 92.00, 92.00, 91.93, 91.93, 210.3863
2013,4,15, 16,24, 91.98, 91.98, 91.00, 91.00, 35.0446
2013,4,15, 16,25, 91.97, 91.97, 91.97, 91.97, 1.9211
2013,4,15, 16,26, 91.97, 91.98, 91.97, 91.98, 6.0449
2013,4,15, 16,27, 91.99, 91.99, 91.01, 91.01, 35.4037
2013,4,15, 16,28, 91.01, 91.01, 91.01, 91.01, 18.8027
2013,4,15, 16,29, 91.01, 91.99, 91.01, 91.99, 5.8977
2013,4,15, 16,30, 91.02, 91.98, 91.02, 91.98, 0.8771
2013,4,15, 16,31, 91.98, 92.00, 91.98, 92.00, 7.3103
2013,4,15, 16,32, 92.07, 92.07, 91.01, 91.01, 99.9993
2013,4,15, 16,33, 91.01, 92.48, 91.01, 92.48, 174.4975
2013,4,15, 16,34, 91.01, 91.01, 91.01, 91.01, 1.4504
2013,4,15, 16,35, 92.54, 92.54, 92.54, 92.54, 1.2903
2013,4,15, 16,37, 91.40, 92.50, 91.40, 92.50, 4.3228
2013,4,15, 16,39, 92.53, 92.53, 92.53, 92.53, 0.5378
2013,4,15, 16,41, 92.53, 92.53, 92.50, 92.50, 1.0104
2013,4,15, 16,42, 92.52, 92.52, 92.00, 92.00, 0.0944
2013,4,15, 16,43, 92.52, 92.52, 92.52, 92.52, 2.5431
2013,4,15, 16,44, 92.00, 92.00, 91.40, 92.00, 2.9999
2013,4,15, 16,46, 91.40, 91.40, 91.40, 91.40, 0.4255
2013,4,15, 16,47, 91.32, 91.32, 91.32, 91.32, 5.4460
2013,4,15, 16,48, 91.31, 91.89, 91.31, 91.89, 14.9999
2013,4,15, 16,50, 91.89, 91.97, 91.89, 91.97, 9.2300
2013,4,15, 16,51, 91.97, 91.97, 91.96, 91.96, 2.8443
2013,4,15, 16,52, 91.31, 91.31, 91.00, 91.00, 39.7196
2013,4,15, 16,53, 91.00, 91.98, 91.00, 91.98, 194.8327
2013,4,15, 16,54, 92.00, 92.00, 91.98, 91.98, 4.9999
2013,4,15, 16,55, 92.50, 92.50, 91.98, 91.98, 2.1694
2013,4,15, 16,57, 91.98, 92.00, 91.98, 91.98, 2.8350
2013,4,15, 16,58, 92.02, 92.50, 92.00, 92.50, 9.6013
2013,4,15, 16,59, 91.00, 92.00, 91.00, 92.00, 1.6882
2013,4,15, 17,00, 91.03, 92.00, 91.03, 92.00, 0.2398
2013,4,15, 17,01, 91.47, 92.00, 91.47, 92.00, 1.0106
2013,4,15, 17,02, 91.47, 91.47, 91.47, 91.47, 0.0779
2013,4,15, 17,03, 91.93, 92.00, 91.93, 92.00, 9.9839
2013,4,15, 17,04, 92.00, 92.00, 91.99, 91.99, 38.6040
2013,4,15, 17,05, 92.00, 92.00, 91.93, 91.93, 1.4984
2013,4,15, 17,06, 92.85, 92.85, 92.12, 92.12, 0.0320
2013,4,15, 17,08, 92.39, 92.39, 92.39, 92.39, 3.1011
2013,4,15, 17,09, 92.39, 92.39, 92.39, 92.39, 4.8497
2013,4,15, 17,10, 92.39, 92.39, 92.39, 92.39, 0.2000
2013,4,15, 17,11, 92.35, 92.39, 92.35, 92.39, 5.1443
2013,4,15, 17,12, 92.35, 92.35, 92.05, 92.05, 6.9999
2013,4,15, 17,13, 92.39, 92.39, 92.39, 92.39, 1.5382
2013,4,15, 17,14, 92.21, 92.21, 92.21, 92.21, 1.5654
2013,4,15, 17,15, 92.20, 92.21, 92.06, 92.06, 2.3756
2013,4,15, 17,16, 92.12, 92.30, 92.12, 92.30, 16.1839
2013,4,15, 17,17, 92.30, 92.30, 92.30, 92.30, 14.1360
2013,4,15, 17,18, 92.30, 92.38, 92.30, 92.38, 3.4534
2013,4,15, 17,19, 92.38, 92.38, 92.38, 92.38, 0.3335
2013,4,15, 17,20, 92.38, 92.99, 92.30, 92.99, 17.1124
2013,4,15, 17,21, 92.99, 92.99, 92.30, 92.55, 4.2854
2013,4,15, 17,22, 92.80, 92.99, 92.80, 92.99, 1.5486
2013,4,15, 17,23, 92.95, 92.95, 92.95, 92.95, 2.0770
2013,4,15, 17,24, 92.95, 92.95, 92.95, 92.95, 1.0670
2013,4,15, 17,25, 92.95, 92.98, 92.93, 92.98, 1.5590
2013,4,15, 17,26, 92.93, 92.98, 92.80, 92.80, 6.1321
2013,4,15, 17,27, 92.98, 92.98, 92.80, 92.80, 3.3715
2013,4,15, 17,28, 92.50, 92.55, 92.47, 92.47, 0.3309
2013,4,15, 17,29, 92.47, 92.47, 92.05, 92.47, 7.9905
2013,4,15, 17,30, 92.00, 92.00, 90.00, 90.09, 84.8105
2013,4,15, 17,31, 90.06, 90.37, 90.05, 90.06, 25.8680
2013,4,15, 17,32, 90.06, 91.81, 90.06, 91.81, 11.8261
2013,4,15, 17,33, 91.34, 91.34, 91.23, 91.23, 0.0730
2013,4,15, 17,34, 91.22, 91.23, 90.08, 91.23, 7.0819
2013,4,15, 17,35, 91.23, 91.23, 91.23, 91.23, 1.0120
2013,4,15, 17,36, 91.23, 91.35, 90.89, 91.35, 6.2718
2013,4,15, 17,37, 91.23, 91.23, 90.00, 90.08, 13.3998
2013,4,15, 17,38, 90.06, 90.08, 89.99, 89.99, 518.5318
2013,4,15, 17,39, 89.25, 89.59, 88.87, 88.87, 25.4443
2013,4,15, 17,40, 88.30, 88.30, 87.20, 87.46, 9.5756
2013,4,15, 17,41, 87.20, 87.20, 86.85, 86.85, 42.7736
2013,4,15, 17,42, 86.85, 90.50, 86.85, 87.54, 129.3089
2013,4,15, 17,43, 87.54, 87.54, 86.62, 87.54, 5.6972
2013,4,15, 17,44, 87.00, 87.57, 87.00, 87.54, 23.1886
2013,4,15, 17,45, 88.01, 88.46, 87.54, 88.01, 7.2505
2013,4,15, 17,46, 88.01, 89.43, 87.60, 88.46, 38.6398
2013,4,15, 17,47, 88.99, 88.99, 88.93, 88.99, 153.3474
2013,4,15, 17,48, 88.92, 89.37, 88.92, 89.37, 8.1294
2013,4,15, 17,49, 89.82, 90.41, 87.62, 88.00, 125.9604
2013,4,15, 17,50, 87.62, 88.00, 87.62, 88.00, 135.8626
2013,4,15, 17,51, 88.00, 88.00, 88.00, 88.00, 20.1970
2013,4,15, 17,52, 88.00, 88.00, 88.00, 88.00, 50.1386
2013,4,15, 17,53, 88.00, 88.00, 88.00, 88.00, 6.2029
2013,4,15, 17,54, 87.76, 87.76, 87.76, 87.76, 1.7799
2013,4,15, 17,55, 87.76, 88.00, 87.76, 88.00, 141.3461
2013,4,15, 17,56, 88.00, 88.00, 87.70, 87.72, 16.5102
2013,4,15, 17,57, 87.70, 88.00, 87.60, 87.62, 11.7998
2013,4,15, 17,58, 87.62, 88.00, 87.00, 87.99, 18.5492
2013,4,15, 17,59, 87.96, 87.96, 86.53, 86.53, 168.8794
2013,4,15, 18,00, 88.00, 89.28, 86.54, 87.99, 9.7302
2013,4,15, 18,01, 88.00, 88.00, 87.96, 87.96, 1.7684
2013,4,15, 18,02, 87.96, 87.99, 87.96, 87.99, 7.8125
2013,4,15, 18,03, 87.99, 88.00, 87.99, 87.99, 17.1698
2013,4,15, 18,04, 87.99, 88.00, 87.90, 87.98, 21.1999
2013,4,15, 18,05, 87.94, 87.94, 87.90, 87.90, 0.4886
2013,4,15, 18,06, 87.89, 87.89, 87.89, 87.89, 4.9999
2013,4,15, 18,07, 87.90, 87.98, 87.90, 87.98, 23.4833
2013,4,15, 18,08, 87.95, 87.95, 87.95, 87.95, 1.0000
2013,4,15, 18,09, 87.92, 87.95, 87.92, 87.95, 3.5000
2013,4,15, 18,10, 87.92, 87.98, 87.00, 87.97, 36.2297
2013,4,15, 18,12, 87.97, 87.98, 87.97, 87.98, 4.9842
2013,4,15, 18,13, 87.97, 87.98, 87.97, 87.97, 24.0695
2013,4,15, 18,14, 87.98, 87.98, 87.98, 87.98, 1.0000
2013,4,15, 18,15, 87.98, 89.28, 87.97, 87.97, 9.4824
2013,4,15, 18,16, 87.92, 87.97, 87.92, 87.92, 98.2104
2013,4,15, 18,17, 87.92, 87.95, 87.75, 87.75, 15.5185
2013,4,15, 18,18, 87.95, 88.00, 87.95, 88.00, 11.3125
2013,4,15, 18,19, 88.00, 88.00, 87.95, 87.95, 18.0223
2013,4,15, 18,20, 88.00, 88.00, 88.00, 88.00, 1.2484
2013,4,15, 18,21, 88.00, 88.00, 88.00, 88.00, 4.0705
2013,4,15, 18,23, 87.95, 88.00, 87.95, 88.00, 0.9103
2013,4,15, 18,25, 88.00, 88.00, 87.56, 87.95, 6.8900
2013,4,15, 18,26, 88.00, 90.78, 87.99, 87.99, 18.3601
2013,4,15, 18,27, 88.00, 88.00, 87.99, 88.00, 8.3108
2013,4,15, 18,28, 88.00, 88.00, 87.99, 88.00, 31.8391
2013,4,15, 18,29, 88.00, 88.00, 87.70, 87.70, 3.8597
2013,4,15, 18,30, 87.70, 87.91, 87.70, 87.91, 14.1074
2013,4,15, 18,31, 87.75, 87.91, 87.01, 87.91, 33.1922
2013,4,15, 18,32, 88.00, 88.00, 88.00, 88.00, 12.5585
2013,4,15, 18,33, 88.00, 88.00, 88.00, 88.00, 4.3000
2013,4,15, 18,34, 88.00, 88.00, 87.91, 87.91, 16.5183
2013,4,15, 18,35, 88.00, 88.00, 88.00, 88.00, 3.1813
2013,4,15, 18,36, 88.00, 88.00, 88.00, 88.00, 0.0900
2013,4,15, 18,37, 88.00, 88.00, 88.00, 88.00, 6.4049
2013,4,15, 18,38, 88.00, 88.00, 87.91, 87.91, 1.7995
2013,4,15, 18,39, 88.00, 88.00, 87.92, 87.92, 4.7479
2013,4,15, 18,40, 88.00, 88.00, 87.92, 87.92, 14.2841
2013,4,15, 18,42, 87.91, 87.91, 87.51, 87.78, 9.8630
2013,4,15, 18,43, 87.78, 87.91, 87.78, 87.91, 6.7858
2013,4,15, 18,44, 87.91, 87.91, 87.91, 87.91, 4.3340
2013,4,15, 18,45, 87.52, 87.85, 87.52, 87.85, 3.2624
2013,4,15, 18,46, 87.52, 87.52, 87.52, 87.52, 3.2625
2013,4,15, 18,47, 87.91, 87.91, 87.91, 87.91, 1.0614
2013,4,15, 18,48, 88.00, 88.00, 87.94, 88.00, 5.3976
2013,4,15, 18,49, 88.00, 88.00, 87.92, 87.92, 17.6948
2013,4,15, 18,50, 88.00, 88.00, 87.94, 87.94, 0.1899
2013,4,15, 18,51, 87.94, 88.00, 87.94, 88.00, 23.1177
2013,4,15, 18,52, 87.50, 88.00, 87.06, 87.94, 106.2682
2013,4,15, 18,53, 88.00, 88.37, 88.00, 88.37, 21.7558
2013,4,15, 18,54, 89.00, 89.00, 88.60, 88.60, 1.7834
2013,4,15, 18,55, 88.60, 88.60, 88.60, 88.60, 52.4349
2013,4,15, 18,56, 88.60, 88.60, 88.60, 88.60, 0.7300
2013,4,15, 18,57, 88.60, 88.60, 88.60, 88.60, 2.0916
2013,4,15, 18,58, 88.60, 88.60, 88.60, 88.60, 5.0000
2013,4,15, 18,59, 88.60, 88.60, 88.60, 88.60, 2.6069
2013,4,15, 19,01, 88.60, 88.60, 88.60, 88.60, 11.7618
2013,4,15, 19,03, 88.51, 88.51, 88.51, 88.51, 0.3000
2013,4,15, 19,04, 88.51, 88.60, 88.10, 88.60, 9.8680
2013,4,15, 19,06, 88.44, 88.44, 88.44, 88.44, 18.1924
2013,4,15, 19,07, 88.11, 88.11, 88.11, 88.11, 24.8022
2013,4,15, 19,08, 88.10, 88.10, 88.10, 88.10, 7.3271
2013,4,15, 19,09, 84.88, 89.00, 84.88, 89.00, 76.9650
2013,4,15, 19,10, 89.07, 89.26, 89.07, 89.26, 0.0688
2013,4,15, 19,11, 89.07, 89.07, 89.07, 89.07, 0.0120
2013,4,15, 19,12, 89.28, 89.28, 89.26, 89.28, 0.9999
2013,4,15, 19,13, 89.28, 90.00, 89.28, 90.00, 7.5861
2013,4,15, 19,14, 90.00, 90.00, 90.00, 90.00, 1.5863
2013,4,15, 19,17, 89.71, 89.71, 89.71, 89.71, 0.3074
2013,4,15, 19,18, 89.70, 89.70, 89.00, 89.00, 3.2243
2013,4,15, 19,19, 89.01, 89.01, 89.00, 89.00, 35.5489
2013,4,15, 19,20, 89.00, 89.00, 89.00, 89.00, 0.0002
2013,4,15, 19,21, 89.00, 89.00, 89.00, 89.00, 6.7077
2013,4,15, 19,23, 88.99, 88.99, 88.99, 88.99, 1.7836
2013,4,15, 19,24, 88.50, 88.50, 88.20, 88.20, 2.3131
2013,4,15, 19,25, 88.31, 88.50, 88.11, 88.50, 4.7823
2013,4,15, 19,26, 88.50, 88.50, 88.50, 88.50, 0.5336
2013,4,15, 19,27, 88.50, 88.50, 88.50, 88.50, 1.4649
2013,4,15, 19,29, 88.21, 88.21, 88.21, 88.21, 0.5000
2013,4,15, 19,30, 88.42, 88.42, 88.42, 88.42, 0.3191
2013,4,15, 19,31, 88.21, 88.21, 88.00, 88.00, 4.3839
2013,4,15, 19,32, 87.80, 87.80, 87.80, 87.80, 5.3099
2013,4,15, 19,33, 87.67, 87.67, 86.00, 86.00, 124.1280
2013,4,15, 19,34, 86.00, 86.00, 86.00, 86.00, 0.4531
2013,4,15, 19,35, 86.00, 87.00, 86.00, 86.99, 39.7954
2013,4,15, 19,36, 86.28, 86.28, 86.01, 86.28, 9.5941
2013,4,15, 19,37, 86.71, 87.00, 86.33, 86.71, 2.3470
2013,4,15, 19,38, 86.33, 86.33, 86.33, 86.33, 4.6115
2013,4,15, 19,39, 86.71, 87.00, 86.50, 87.00, 3.1795
2013,4,15, 19,40, 86.99, 86.99, 86.99, 86.99, 1.0120
2013,4,15, 19,41, 87.00, 87.00, 86.75, 86.75, 9.8941
2013,4,15, 19,42, 86.00, 86.31, 86.00, 86.31, 0.6808
2013,4,15, 19,43, 86.50, 86.99, 86.31, 86.75, 9.4610
2013,4,15, 19,44, 86.50, 86.50, 86.50, 86.50, 1.3404
2013,4,15, 19,45, 86.99, 87.01, 86.75, 86.75, 4.5785
2013,4,15, 19,46, 86.75, 87.00, 86.28, 86.28, 5.8020
2013,4,15, 19,47, 86.28, 86.99, 86.28, 86.99, 8.8304
2013,4,15, 19,48, 87.00, 87.00, 87.00, 87.00, 2.0055
2013,4,15, 19,49, 86.99, 86.99, 85.00, 85.85, 41.0899
2013,4,15, 19,50, 85.85, 85.85, 85.22, 85.30, 10.6220
2013,4,15, 19,51, 85.22, 85.30, 85.00, 85.30, 14.6729
2013,4,15, 19,52, 85.12, 85.12, 85.10, 85.12, 9.9929
2013,4,15, 19,53, 85.30, 85.30, 85.10, 85.30, 13.3786
2013,4,15, 19,54, 85.10, 85.84, 85.10, 85.84, 0.5433
2013,4,15, 19,55, 85.84, 85.84, 85.84, 85.84, 2.7598
2013,4,15, 19,56, 85.84, 85.84, 85.84, 85.84, 5.8329
2013,4,15, 19,57, 85.84, 85.84, 85.84, 85.84, 1.0000
2013,4,15, 19,58, 85.84, 85.85, 85.84, 85.85, 5.2010
2013,4,15, 19,59, 85.85, 87.00, 85.11, 86.99, 53.1724
2013,4,15, 20,00, 87.01, 87.01, 87.01, 87.01, 0.8932
2013,4,15, 20,02, 85.13, 85.13, 85.13, 85.13, 26.0232
2013,4,15, 20,03, 86.88, 86.88, 86.87, 86.87, 1.1825
2013,4,15, 20,04, 85.14, 85.14, 85.14, 85.14, 9.5266
2013,4,15, 20,05, 85.14, 86.14, 85.14, 86.14, 7.9630
2013,4,15, 20,06, 86.14, 86.14, 86.14, 86.14, 2.4859
2013,4,15, 20,07, 86.13, 86.13, 85.46, 85.46, 0.8894
2013,4,15, 20,08, 85.46, 85.46, 85.46, 85.46, 1.2187
2013,4,15, 20,09, 85.14, 85.46, 85.02, 85.02, 48.6416
2013,4,15, 20,10, 85.02, 85.02, 85.00, 85.00, 33.8543
2013,4,15, 20,12, 85.45, 85.45, 85.00, 85.01, 19.6731
2013,4,15, 20,13, 85.45, 85.45, 85.00, 85.40, 25.1163
2013,4,15, 20,14, 85.39, 85.39, 85.39, 85.39, 8.1812
2013,4,15, 20,15, 85.39, 85.39, 85.00, 85.05, 10.9130
2013,4,15, 20,16, 85.00, 85.17, 85.00, 85.17, 18.7988
2013,4,15, 20,17, 85.17, 85.17, 84.67, 84.67, 7.7658
2013,4,15, 20,18, 85.00, 85.17, 85.00, 85.17, 51.6741
2013,4,15, 20,19, 85.16, 85.16, 84.50, 84.50, 5.2770
2013,4,15, 20,20, 84.50, 84.85, 84.50, 84.67, 2.5001
2013,4,15, 20,21, 84.85, 84.85, 84.85, 84.85, 0.0200
2013,4,15, 20,22, 84.85, 84.85, 84.50, 84.50, 0.1292
2013,4,15, 20,23, 84.65, 84.65, 84.65, 84.65, 3.6889
2013,4,15, 20,24, 84.51, 84.51, 84.00, 84.00, 24.4168
2013,4,15, 20,25, 83.89, 83.89, 83.00, 83.00, 25.5875
2013,4,15, 20,26, 83.00, 83.00, 82.00, 82.13, 44.6023
2013,4,15, 20,27, 82.13, 82.13, 81.81, 81.81, 30.9016
2013,4,15, 20,28, 81.81, 81.81, 81.45, 81.45, 31.3640
2013,4,15, 20,29, 81.45, 81.45, 81.20, 81.20, 26.8912
2013,4,15, 20,30, 81.20, 81.23, 81.12, 81.12, 73.8701
2013,4,15, 20,31, 81.12, 81.12, 80.98, 80.98, 175.7342
2013,4,15, 20,32, 80.98, 81.15, 80.98, 81.15, 74.2225
2013,4,15, 20,33, 81.15, 83.03, 80.98, 81.10, 54.8020
2013,4,15, 20,34, 81.12, 82.99, 81.10, 81.10, 101.4755
2013,4,15, 20,35, 80.98, 83.00, 80.98, 82.50, 83.1918
2013,4,15, 20,36, 82.49, 82.99, 82.49, 82.49, 25.5054
2013,4,15, 20,37, 82.49, 82.49, 81.11, 81.11, 27.6774
2013,4,15, 20,38, 81.11, 82.48, 81.11, 82.47, 3.8920
2013,4,15, 20,39, 82.47, 83.00, 80.98, 82.99, 25.0824
2013,4,15, 20,40, 83.90, 83.90, 82.40, 82.41, 35.5745
2013,4,15, 20,41, 82.41, 83.79, 82.41, 83.79, 14.1795
2013,4,15, 20,42, 83.79, 83.79, 82.61, 82.61, 8.0553
2013,4,15, 20,43, 82.61, 82.61, 82.41, 82.61, 7.6095
2013,4,15, 20,44, 82.61, 82.61, 82.40, 82.40, 13.6549
2013,4,15, 20,45, 80.98, 82.41, 80.98, 82.41, 4.1060
2013,4,15, 20,46, 82.35, 82.41, 82.00, 82.00, 11.6017
2013,4,15, 20,47, 82.40, 82.41, 82.40, 82.41, 15.3057
2013,4,15, 20,48, 82.41, 82.61, 82.41, 82.61, 7.5299
2013,4,15, 20,49, 82.40, 82.42, 82.40, 82.42, 3.9372
2013,4,15, 20,50, 82.42, 82.42, 82.42, 82.42, 3.6022
2013,4,15, 20,51, 82.42, 82.43, 82.01, 82.01, 9.9345
2013,4,15, 20,52, 82.39, 82.39, 82.39, 82.39, 1.9999
2013,4,15, 20,53, 82.40, 82.42, 82.39, 82.39, 5.7466
2013,4,15, 20,54, 82.39, 82.40, 82.39, 82.40, 0.6250
2013,4,15, 20,55, 82.39, 82.40, 82.39, 82.39, 13.3244
2013,4,15, 20,56, 82.39, 82.39, 82.39, 82.39, 2.0217
2013,4,15, 20,57, 82.02, 82.02, 82.02, 82.02, 0.6595
2013,4,15, 20,58, 81.98, 82.02, 80.01, 80.01, 77.5555
2013,4,15, 20,59, 80.01, 80.01, 80.00, 80.00, 119.0702
2013,4,15, 21,00, 82.30, 82.30, 79.00, 79.00, 229.0615
2013,4,15, 21,01, 80.04, 80.04, 79.00, 79.00, 68.1141
2013,4,15, 21,02, 79.00, 79.00, 78.80, 78.80, 35.5164
2013,4,15, 21,03, 78.40, 78.80, 78.00, 78.00, 18.6474
2013,4,15, 21,04, 78.00, 78.80, 77.80, 77.80, 4.8307
2013,4,15, 21,05, 77.80, 77.80, 76.00, 76.00, 43.4725
2013,4,15, 21,06, 76.01, 76.98, 75.50, 75.50, 72.3803
2013,4,15, 21,07, 75.44, 78.80, 75.44, 78.00, 136.5951
2013,4,15, 21,08, 78.80, 83.37, 77.00, 77.00, 92.0215
2013,4,15, 21,09, 77.00, 77.60, 77.00, 77.59, 17.9651
2013,4,15, 21,10, 77.59, 79.99, 77.59, 77.99, 141.8532
2013,4,15, 21,11, 77.98, 79.01, 77.98, 77.98, 52.5669
2013,4,15, 21,12, 78.99, 78.99, 77.98, 78.97, 51.1907
2013,4,15, 21,13, 77.99, 78.88, 77.98, 78.00, 24.2578
2013,4,15, 21,14, 78.95, 78.95, 78.00, 78.00, 31.3204
2013,4,15, 21,15, 78.00, 78.00, 77.77, 77.77, 81.9378
2013,4,15, 21,16, 78.00, 79.70, 77.40, 79.00, 15.0214
2013,4,15, 21,17, 78.99, 78.99, 78.90, 78.90, 10.3000
2013,4,15, 21,18, 78.95, 79.00, 78.95, 79.00, 66.9726
2013,4,15, 21,19, 78.90, 78.90, 78.01, 78.01, 11.4418
2013,4,15, 21,20, 78.85, 78.85, 78.85, 78.85, 16.2886
2013,4,15, 21,21, 78.01, 78.01, 78.00, 78.01, 14.2853
2013,4,15, 21,22, 78.01, 78.01, 78.00, 78.01, 2.2997
2013,4,15, 21,23, 78.00, 78.00, 78.00, 78.00, 19.4390
2013,4,15, 21,24, 77.77, 77.77, 77.59, 77.59, 23.7480
2013,4,15, 21,25, 77.59, 77.59, 77.40, 77.40, 5.5837
2013,4,15, 21,26, 77.40, 77.58, 77.40, 77.58, 13.1415
2013,4,15, 21,27, 77.58, 77.61, 77.01, 77.01, 6.0048
2013,4,15, 21,28, 77.01, 77.61, 77.00, 77.01, 13.7912
2013,4,15, 21,29, 77.00, 77.12, 77.00, 77.12, 11.0156
2013,4,15, 21,30, 76.90, 76.90, 76.35, 76.35, 11.1788
2013,4,15, 21,31, 76.35, 76.35, 76.10, 76.35, 51.4429
2013,4,15, 21,32, 76.89, 76.89, 76.35, 76.35, 15.4136
2013,4,15, 21,33, 76.89, 76.89, 76.35, 76.89, 54.9999
2013,4,15, 21,34, 76.88, 76.89, 75.00, 76.89, 56.1836
2013,4,15, 21,35, 76.89, 76.89, 76.50, 76.89, 45.2987
2013,4,15, 21,36, 76.89, 76.89, 76.80, 76.89, 37.1114
2013,4,15, 21,37, 76.89, 76.89, 76.89, 76.89, 26.3110
2013,4,15, 21,38, 76.89, 76.89, 76.88, 76.89, 33.1519
2013,4,15, 21,39, 75.94, 76.89, 75.94, 75.94, 0.7726
2013,4,15, 21,40, 76.88, 76.89, 76.88, 76.88, 27.0297
2013,4,15, 21,41, 76.89, 76.89, 76.89, 76.89, 14.2418
2013,4,15, 21,42, 76.00, 76.89, 76.00, 76.89, 28.4746
2013,4,15, 21,43, 76.88, 76.88, 76.00, 76.88, 17.6039
2013,4,15, 21,44, 75.90, 75.90, 75.30, 75.30, 19.0988
2013,4,15, 21,45, 75.23, 75.23, 74.92, 74.92, 66.4500
2013,4,15, 21,46, 74.92, 74.92, 71.60, 74.00, 165.2470
2013,4,15, 21,47, 74.00, 74.00, 60.00, 71.60, 46.0741
2013,4,15, 21,48, 71.20, 71.23, 60.00, 65.00, 576.5993
2013,4,15, 21,49, 65.01, 70.00, 65.00, 70.00, 28.4181
2013,4,15, 21,50, 69.99, 70.00, 65.21, 69.98, 18.5117
2013,4,15, 21,51, 69.98, 74.00, 66.60, 70.00, 54.1456
2013,4,15, 21,52, 74.00, 75.00, 71.00, 75.00, 54.4702
2013,4,15, 21,53, 75.00, 75.90, 75.00, 75.00, 106.8169
2013,4,15, 21,54, 75.00, 75.90, 75.00, 75.89, 4.8168
2013,4,15, 21,55, 75.00, 75.00, 74.00, 74.00, 63.2006
2013,4,15, 21,56, 72.01, 74.00, 72.01, 73.99, 31.1244
2013,4,15, 21,57, 73.99, 73.99, 70.00, 70.00, 10.0197
2013,4,15, 21,58, 72.00, 72.00, 70.00, 71.99, 64.3613
2013,4,15, 21,59, 71.99, 71.99, 70.00, 70.00, 38.9803
2013,4,15, 22,00, 70.00, 70.00, 68.02, 68.02, 42.0267
2013,4,15, 22,01, 68.02, 68.99, 68.01, 68.01, 47.3460
2013,4,15, 22,02, 68.00, 68.00, 66.00, 66.00, 22.7013
2013,4,15, 22,03, 67.87, 67.87, 66.00, 67.00, 28.1043
2013,4,15, 22,04, 66.00, 67.00, 65.20, 67.00, 47.1732
2013,4,15, 22,05, 67.00, 70.00, 67.00, 70.00, 103.7884
2013,4,15, 22,06, 69.00, 69.00, 67.51, 69.00, 93.4105
2013,4,15, 22,07, 70.00, 72.00, 70.00, 71.99, 170.7050
2013,4,15, 22,08, 71.99, 73.07, 71.99, 73.07, 22.7588
2013,4,15, 22,09, 74.89, 77.00, 73.07, 76.99, 42.1536
2013,4,15, 22,10, 76.99, 77.00, 75.00, 76.98, 128.2036
2013,4,15, 22,11, 75.01, 77.00, 75.01, 75.10, 38.3659
2013,4,15, 22,12, 75.10, 76.00, 73.00, 73.01, 63.9815
2013,4,15, 22,13, 76.00, 77.00, 74.02, 74.09, 130.2114
2013,4,15, 22,14, 76.90, 77.00, 74.46, 74.68, 67.4777
2013,4,15, 22,15, 76.76, 76.95, 75.01, 75.07, 16.8876
2013,4,15, 22,16, 76.95, 76.95, 75.06, 75.08, 6.5546
2013,4,15, 22,17, 75.08, 75.09, 75.08, 75.09, 51.0000
2013,4,15, 22,18, 75.10, 75.83, 75.10, 75.83, 1.5940
2013,4,15, 22,19, 76.00, 76.00, 75.00, 75.00, 50.3992
2013,4,15, 22,20, 74.47, 75.00, 74.47, 75.00, 44.9170
2013,4,15, 22,21, 75.00, 75.00, 74.72, 74.72, 3.3400
2013,4,15, 22,22, 74.98, 74.98, 74.47, 74.47, 1.9580
2013,4,15, 22,23, 74.47, 74.47, 74.47, 74.47, 12.6063
2013,4,15, 22,24, 75.00, 75.00, 74.47, 74.47, 11.6637
2013,4,15, 22,25, 74.47, 75.00, 74.47, 75.00, 4.4277
2013,4,15, 22,26, 75.00, 75.00, 75.00, 75.00, 0.7449
2013,4,15, 22,27, 74.49, 74.49, 74.49, 74.49, 7.8538
2013,4,15, 22,28, 74.51, 74.82, 74.51, 74.82, 1.5050
2013,4,15, 22,29, 74.82, 74.82, 74.82, 74.82, 19.3169
2013,4,15, 22,30, 74.82, 74.82, 74.82, 74.82, 4.1125
2013,4,15, 22,31, 74.82, 74.82, 74.52, 74.52, 2.4510
2013,4,15, 22,32, 74.82, 75.20, 74.82, 75.20, 40.7205
2013,4,15, 22,33, 75.20, 75.20, 75.20, 75.20, 6.3955
2013,4,15, 22,34, 75.44, 76.72, 75.44, 75.46, 76.5369
2013,4,15, 22,35, 75.46, 75.46, 75.00, 75.40, 13.7565
2013,4,15, 22,36, 75.44, 75.44, 75.00, 75.44, 124.2241
2013,4,15, 22,37, 75.44, 75.46, 75.44, 75.46, 119.4577
2013,4,15, 22,38, 75.40, 75.44, 75.00, 75.36, 40.4101
2013,4,15, 22,39, 75.36, 75.44, 75.36, 75.44, 5.6777
